Wall time,Step,Value
1742212386.53987,0,0.00019999999494757503
1742212705.3752453,1,0.00019999999494757503
1742213019.2997713,2,0.00019999999494757503
1742213332.3109014,3,0.00019999999494757503
1742213644.8378284,4,0.00019999999494757503
1742213957.1363027,5,0.00019999999494757503
1742214269.5222538,6,0.00019999999494757503
1742214581.7966862,7,0.00019999999494757503
1742214894.2485404,8,0.00019999999494757503
1742215206.8362906,9,0.00019999999494757503
1742215519.7068496,10,0.00019999999494757503
1742215832.6752174,11,0.00019999999494757503
1742216144.9892747,12,0.00019999999494757503
1742216456.529496,13,0.00019999999494757503
1742216768.4007268,14,0.00019999999494757503
1742217081.1770723,15,0.00019999999494757503
1742217393.0166337,16,0.00019999999494757503
1742217705.637113,17,0.00019999999494757503
1742218019.1959832,18,0.00019999999494757503
1742218331.4684365,19,0.00019999999494757503
1742218644.08856,20,0.00019999999494757503
1742218956.9606194,21,0.00019999999494757503
1742219269.5767918,22,0.00019999999494757503
1742219581.3168087,23,0.00019999999494757503
1742219893.7797706,24,0.00019999999494757503
1742220205.7966816,25,0.00019999999494757503
1742220519.4481957,26,0.00019999999494757503
1742220832.0225413,27,0.00019999999494757503
1742221143.718864,28,0.00019999999494757503
1742221455.5216599,29,0.00019999999494757503
1742221767.5870078,30,0.00019999999494757503
1742222079.0033913,31,9.999999747378752e-05
1742222391.1712644,32,9.999999747378752e-05
1742222703.891831,33,9.999999747378752e-05
1742223015.926805,34,9.999999747378752e-05
1742223327.311336,35,9.999999747378752e-05
1742223640.1939328,36,9.999999747378752e-05
1742223952.2079086,37,4.999999873689376e-05
1742224264.017858,38,4.999999873689376e-05
1742224575.8535035,39,4.999999873689376e-05
1742224887.5918539,40,4.999999873689376e-05
1742225198.7977989,41,2.499999936844688e-05
1742225509.814552,42,2.499999936844688e-05
1742225821.6811004,43,2.499999936844688e-05
1742226134.2678015,44,2.499999936844688e-05
1742226445.9585257,45,1.249999968422344e-05
1742226758.825243,46,1.249999968422344e-05
1742227071.0452971,47,1.249999968422344e-05
1742227383.1791458,48,1.249999968422344e-05
1742227695.6316342,49,1.249999968422344e-05
1742228007.7834442,50,1.249999968422344e-05
1742228319.961057,51,1.249999968422344e-05
1742228631.9403174,52,1.249999968422344e-05
1742228944.0413082,53,6.24999984211172e-06
1742229256.2771935,54,6.24999984211172e-06
1742229568.3675523,55,6.24999984211172e-06
1742229880.4988816,56,6.24999984211172e-06
1742230192.6673503,57,6.24999984211172e-06
1742230505.4063845,58,6.24999984211172e-06
1742230817.2036905,59,6.24999984211172e-06
1742231129.5425754,60,6.24999984211172e-06
1742231441.7120516,61,6.24999984211172e-06
1742231753.9499803,62,6.24999984211172e-06
1742232066.1763468,63,6.24999984211172e-06
1742232379.088112,64,6.24999984211172e-06
1742232691.0068047,65,6.24999984211172e-06
1742233002.764935,66,6.24999984211172e-06
1742233314.5806408,67,3.12499992105586e-06
1742233626.6262794,68,3.12499992105586e-06
1742233938.9028206,69,3.12499992105586e-06
1742234250.8108814,70,3.12499992105586e-06
1742234562.6709032,71,1.56249996052793e-06
1742234875.2780035,72,1.56249996052793e-06
1742235187.560021,73,1.56249996052793e-06
1742235499.4862645,74,1.56249996052793e-06
1742235811.396456,75,7.81249980263965e-07
1742236123.5970027,76,7.81249980263965e-07
1742236435.3267145,77,7.81249980263965e-07
1742236747.658214,78,7.81249980263965e-07
1742237059.7046828,79,3.906249901319825e-07
1742237371.485893,80,3.906249901319825e-07
1742237683.447259,81,3.906249901319825e-07
1742237995.8939743,82,3.906249901319825e-07
1742238307.8958554,83,1.9531249506599124e-07
1742238619.5881891,84,1.9531249506599124e-07
1742238931.2301888,85,1.9531249506599124e-07
1742239243.6719913,86,1.9531249506599124e-07
1742239555.075051,87,9.765624753299562e-08
1742239867.829051,88,9.765624753299562e-08
1742240179.5786114,89,9.765624753299562e-08
1742240491.7875788,90,9.765624753299562e-08
1742240803.2220745,91,9.765624753299562e-08
1742241126.474747,92,9.765624753299562e-08
1742241438.946502,93,4.882812376649781e-08
1742241751.664233,94,4.882812376649781e-08
1742242064.2056842,95,4.882812376649781e-08
1742242376.7733667,96,4.882812376649781e-08
1742242689.2486925,97,2.4414061883248905e-08
1742243001.8557436,98,2.4414061883248905e-08
1742243314.9326773,99,2.4414061883248905e-08
