Wall time,Step,Value
1742856690.741001,0,0.00019999999494757503
1742857001.124384,1,0.00019999999494757503
1742857310.3093452,2,0.00019999999494757503
1742857619.6917446,3,0.00019999999494757503
1742857929.582111,4,0.00019999999494757503
1742858238.4475334,5,0.00019999999494757503
1742858548.3837564,6,0.00019999999494757503
1742858857.240358,7,0.00019999999494757503
1742859166.9014573,8,0.00019999999494757503
1742859476.528881,9,0.00019999999494757503
1742859785.2806323,10,0.00019999999494757503
1742860094.450956,11,0.00019999999494757503
1742860403.5714195,12,0.00019999999494757503
1742860712.5942252,13,9.999999747378752e-05
1742861021.8568418,14,9.999999747378752e-05
1742861331.1195242,15,9.999999747378752e-05
1742861640.3637393,16,9.999999747378752e-05
1742861950.1777086,17,9.999999747378752e-05
1742862260.1724253,18,9.999999747378752e-05
1742862569.9373794,19,9.999999747378752e-05
1742862879.440156,20,9.999999747378752e-05
1742863188.2807074,21,9.999999747378752e-05
1742863497.0705082,22,4.999999873689376e-05
1742863806.4065948,23,4.999999873689376e-05
1742864116.0385394,24,4.999999873689376e-05
1742864425.8159678,25,4.999999873689376e-05
1742864735.387795,26,4.999999873689376e-05
1742865045.9408429,27,4.999999873689376e-05
1742865355.5168824,28,4.999999873689376e-05
1742865665.0261698,29,4.999999873689376e-05
1742865975.0372357,30,4.999999873689376e-05
1742866284.4858732,31,4.999999873689376e-05
1742866593.9417925,32,4.999999873689376e-05
1742866903.4378083,33,4.999999873689376e-05
1742867212.405875,34,2.499999936844688e-05
1742867521.7029831,35,2.499999936844688e-05
1742867831.0605488,36,2.499999936844688e-05
1742868140.3787355,37,2.499999936844688e-05
1742868449.7418497,38,1.249999968422344e-05
1742868758.9970992,39,1.249999968422344e-05
1742869068.399609,40,1.249999968422344e-05
1742869378.1683595,41,1.249999968422344e-05
1742869688.7590344,42,6.24999984211172e-06
1742869999.4654794,43,6.24999984211172e-06
1742870309.5445774,44,6.24999984211172e-06
1742870618.8250513,45,6.24999984211172e-06
1742870928.3740451,46,6.24999984211172e-06
1742871237.8028898,47,3.12499992105586e-06
1742871546.8835073,48,3.12499992105586e-06
1742871856.2038102,49,3.12499992105586e-06
1742872166.3196094,50,3.12499992105586e-06
1742872475.5229325,51,1.56249996052793e-06
1742872784.8053565,52,1.56249996052793e-06
1742873093.7800694,53,1.56249996052793e-06
1742873403.5321896,54,1.56249996052793e-06
1742873713.2277262,55,7.81249980263965e-07
1742874022.0786796,56,7.81249980263965e-07
1742874331.3654718,57,7.81249980263965e-07
1742874640.650788,58,7.81249980263965e-07
1742874950.014657,59,3.906249901319825e-07
1742875259.4528766,60,3.906249901319825e-07
1742875568.516153,61,3.906249901319825e-07
1742875878.200497,62,3.906249901319825e-07
1742876187.2138548,63,1.9531249506599124e-07
1742876496.7713735,64,1.9531249506599124e-07
1742876806.479235,65,1.9531249506599124e-07
1742877115.7931068,66,1.9531249506599124e-07
1742877424.81179,67,9.765624753299562e-08
1742877733.8457167,68,9.765624753299562e-08
1742878042.730413,69,9.765624753299562e-08
1742878353.0249586,70,9.765624753299562e-08
1742878662.4918487,71,4.882812376649781e-08
1742878972.6029227,72,4.882812376649781e-08
1742879282.404166,73,4.882812376649781e-08
1742879592.4637346,74,4.882812376649781e-08
1742879902.282675,75,2.4414061883248905e-08
1742880211.9574244,76,2.4414061883248905e-08
1742880521.2335262,77,2.4414061883248905e-08
1742880831.2346292,78,2.4414061883248905e-08
1742881140.3493595,79,1.2207030941624453e-08
1742881450.1916435,80,1.2207030941624453e-08
1742881759.753765,81,1.2207030941624453e-08
1742882069.658961,82,1.2207030941624453e-08
1742882378.8477216,83,1.2207030941624453e-08
1742882688.2898386,84,1.2207030941624453e-08
1742882998.0041506,85,1.2207030941624453e-08
1742883307.4275563,86,1.2207030941624453e-08
1742883617.1576347,87,1.2207030941624453e-08
1742883926.4686654,88,1.2207030941624453e-08
1742884236.4143188,89,1.2207030941624453e-08
1742884546.1439326,90,1.2207030941624453e-08
1742884855.9260833,91,1.2207030941624453e-08
1742885165.6194088,92,1.2207030941624453e-08
1742885475.1627102,93,1.2207030941624453e-08
1742885784.9384418,94,1.2207030941624453e-08
1742886094.5624394,95,1.2207030941624453e-08
1742886403.8611917,96,1.2207030941624453e-08
1742886713.1363308,97,1.2207030941624453e-08
1742887022.7533545,98,1.2207030941624453e-08
1742887332.1341412,99,1.2207030941624453e-08
