Wall time,Step,Value
1742244585.7906551,0,0.09196534752845764
1742244898.641859,1,0.05843481421470642
1742245210.3492918,2,0.044165946543216705
1742245524.4970257,3,0.03862173855304718
1742245836.2228951,4,0.03453559800982475
1742246147.8464582,5,0.03412076085805893
1742246459.8968103,6,0.03361165523529053
1742246771.3367257,7,0.033181291073560715
1742247084.1706522,8,0.029927456751465797
1742247395.1509252,9,0.03239819034934044
1742247706.8678133,10,0.030631771311163902
1742248018.8284185,11,0.026934532448649406
1742248330.3551216,12,0.025709716603159904
1742248642.2210827,13,0.026961497962474823
1742248954.010864,14,0.02854801155626774
1742249265.7703109,15,0.027246182784438133
1742249577.6747584,16,0.024365583434700966
1742249889.14958,17,0.02520062029361725
1742250200.9820812,18,0.024264713749289513
1742250512.541372,19,0.023890621960163116
1742250824.1814208,20,0.021603576838970184
1742251136.1928809,21,0.02218557894229889
1742251447.227638,22,0.0231435876339674
1742251759.7229743,23,0.021349936723709106
1742252071.544565,24,0.021644704043865204
1742252382.4404244,25,0.020546847954392433
1742252694.2920458,26,0.020665481686592102
1742253005.4511201,27,0.02092009037733078
1742253316.9959252,28,0.020468518137931824
1742253628.7062821,29,0.01990610547363758
1742253940.8787766,30,0.020255833864212036
1742254252.8513613,31,0.01951654441654682
1742254564.7686155,32,0.019885817542672157
1742254875.8580678,33,0.01941029727458954
1742255187.4279974,34,0.01944529078900814
1742255499.201557,35,0.019266214221715927
1742255810.6579673,36,0.019015245139598846
1742256122.8637097,37,0.01910705491900444
1742256434.2215295,38,0.018859051167964935
1742256746.6352248,39,0.018727818503975868
1742257058.637736,40,0.018889140337705612
1742257370.3742805,41,0.018809204921126366
1742257681.9861796,42,0.018702324479818344
1742257994.211128,43,0.018856171518564224
1742258305.976196,44,0.01871103048324585
1742258617.7361755,45,0.01894610933959484
1742258929.955118,46,0.018661146983504295
1742259241.6096928,47,0.01837822236120701
1742259553.6654553,48,0.018378231674432755
1742259865.6840553,49,0.01862986385822296
1742260177.1415799,50,0.01837305724620819
1742260489.1998682,51,0.018632102757692337
1742260800.9562826,52,0.018453866243362427
1742261113.132584,53,0.01842396892607212
1742261425.1200192,54,0.0181860513985157
1742261736.9893312,55,0.01831561140716076
1742262048.6736848,56,0.01865198276937008
1742262360.9044187,57,0.018589846789836884
1742262673.1494687,58,0.01887519657611847
1742262984.4903972,59,0.01829289272427559
1742263298.3038738,60,0.01853800378739834
1742263611.772038,61,0.01828688010573387
1742263924.8347456,62,0.018394650891423225
1742264237.5619316,63,0.01845795474946499
1742264549.5884361,64,0.01845121942460537
1742264861.2406557,65,0.018572522327303886
1742265172.9778438,66,0.018304036930203438
1742265485.0816624,67,0.018439508974552155
1742265796.4391394,68,0.018522566184401512
1742266108.242664,69,0.018179386854171753
1742266420.1132865,70,0.018264031037688255
1742266732.2141476,71,0.018358683213591576
1742267044.605211,72,0.01840212568640709
1742267357.229427,73,0.018160441890358925
1742267669.6183968,74,0.018463339656591415
1742267980.974117,75,0.01820429228246212
1742268293.0281482,76,0.018345430493354797
1742268604.7821307,77,0.018088771030306816
1742268917.1365814,78,0.018288007006049156
1742269228.917586,79,0.018184248358011246
1742269540.5027933,80,0.01822264865040779
1742269852.9482548,81,0.01855703815817833
1742270164.667239,82,0.018181821331381798
1742270476.411916,83,0.018433978781104088
1742270788.4753737,84,0.018120266497135162
1742271099.904201,85,0.018402688205242157
1742271411.6901202,86,0.01837076060473919
1742271723.3831491,87,0.018228856846690178
1742272035.2393785,88,0.01830386184155941
1742272347.275681,89,0.01841641776263714
1742272659.849671,90,0.018263835459947586
1742272971.7665322,91,0.018348243087530136
1742273283.6662965,92,0.018409589305520058
1742273595.4219031,93,0.018317336216568947
1742273907.3122618,94,0.018516937270760536
1742274219.5813134,95,0.018182845786213875
1742274532.1619234,96,0.018309690058231354
1742274843.7155771,97,0.018231086432933807
1742275155.8727589,98,0.01824071630835533
1742275467.177815,99,0.018368562683463097
