Wall time,Step,Value
1742914501.0230854,0,0.00019999999494757503
1742914733.3038325,1,0.00019999999494757503
1742914964.6199603,2,0.00019999999494757503
1742915196.4041872,3,0.00019999999494757503
1742915427.8698895,4,0.00019999999494757503
1742915659.337415,5,0.00019999999494757503
1742915891.4548466,6,0.00019999999494757503
1742916123.0179217,7,0.00019999999494757503
1742916355.7296486,8,0.00019999999494757503
1742916587.3544612,9,0.00019999999494757503
1742916818.8937004,10,0.00019999999494757503
1742917050.1503847,11,0.00019999999494757503
1742917281.2574897,12,0.00019999999494757503
1742917513.6859765,13,0.00019999999494757503
1742917745.6131694,14,0.00019999999494757503
1742917976.6214855,15,0.00019999999494757503
1742918208.060019,16,0.00019999999494757503
1742918439.7633078,17,0.00019999999494757503
1742918670.4481237,18,0.00019999999494757503
1742918901.7430873,19,0.00019999999494757503
1742919132.9964404,20,0.00019999999494757503
1742919364.5729456,21,0.00019999999494757503
1742919595.941084,22,0.00019999999494757503
1742919826.7889502,23,0.00019999999494757503
1742920057.9075806,24,0.00019999999494757503
1742920289.456623,25,0.00019999999494757503
1742920521.416992,26,0.00019999999494757503
1742920753.9691648,27,0.00019999999494757503
1742920985.7515373,28,0.00019999999494757503
1742921216.775863,29,0.00019999999494757503
1742921447.749025,30,0.00019999999494757503
1742921678.1334834,31,9.999999747378752e-05
1742921909.1587222,32,9.999999747378752e-05
1742922142.150749,33,9.999999747378752e-05
1742922373.9497573,34,9.999999747378752e-05
1742922604.5576892,35,9.999999747378752e-05
1742922835.7384472,36,9.999999747378752e-05
1742923067.1650872,37,9.999999747378752e-05
1742923298.4505954,38,9.999999747378752e-05
1742923529.793365,39,9.999999747378752e-05
1742923760.746578,40,9.999999747378752e-05
1742923992.1356108,41,4.999999873689376e-05
1742924224.298343,42,4.999999873689376e-05
1742924455.5712562,43,4.999999873689376e-05
1742924687.1421912,44,4.999999873689376e-05
1742924918.1662784,45,4.999999873689376e-05
1742925149.3384926,46,4.999999873689376e-05
1742925380.3108206,47,4.999999873689376e-05
1742925610.978961,48,4.999999873689376e-05
1742925842.0231934,49,4.999999873689376e-05
1742926072.8320026,50,4.999999873689376e-05
1742926305.0737228,51,4.999999873689376e-05
1742926535.6951833,52,4.999999873689376e-05
1742926766.3378975,53,4.999999873689376e-05
1742926996.8889682,54,4.999999873689376e-05
1742927227.7023096,55,2.499999936844688e-05
1742927459.6435306,56,2.499999936844688e-05
1742927690.9941113,57,2.499999936844688e-05
1742927921.5114443,58,2.499999936844688e-05
1742928152.51482,59,2.499999936844688e-05
1742928383.35481,60,1.249999968422344e-05
1742928614.237884,61,1.249999968422344e-05
1742928845.511837,62,1.249999968422344e-05
1742929076.9370592,63,1.249999968422344e-05
1742929307.8564568,64,1.249999968422344e-05
1742929540.0253465,65,1.249999968422344e-05
1742929771.5854795,66,1.249999968422344e-05
1742930003.1679947,67,1.249999968422344e-05
1742930234.5779743,68,1.249999968422344e-05
1742930465.4009423,69,6.24999984211172e-06
1742930696.5801055,70,6.24999984211172e-06
1742930928.5453153,71,6.24999984211172e-06
1742931160.1264882,72,6.24999984211172e-06
1742931391.0255523,73,3.12499992105586e-06
1742931622.220523,74,3.12499992105586e-06
1742931853.1165533,75,3.12499992105586e-06
1742932084.4268317,76,3.12499992105586e-06
1742932315.8842847,77,3.12499992105586e-06
1742932547.1019068,78,3.12499992105586e-06
1742932777.5872765,79,1.56249996052793e-06
1742933022.3102717,80,1.56249996052793e-06
1742933255.7528706,81,1.56249996052793e-06
1742933487.3330374,82,1.56249996052793e-06
1742933719.1775017,83,7.81249980263965e-07
1742933950.8312771,84,7.81249980263965e-07
1742934182.4650562,85,7.81249980263965e-07
1742934413.9973695,86,7.81249980263965e-07
1742934645.520041,87,3.906249901319825e-07
1742934876.3134248,88,3.906249901319825e-07
1742935108.3784833,89,3.906249901319825e-07
1742935339.4056695,90,3.906249901319825e-07
1742935570.6537669,91,1.9531249506599124e-07
1742935801.8557,92,1.9531249506599124e-07
1742936033.408486,93,1.9531249506599124e-07
1742936264.7544389,94,1.9531249506599124e-07
1742936496.00636,95,9.765624753299562e-08
1742936727.3418136,96,9.765624753299562e-08
1742936959.5822775,97,9.765624753299562e-08
1742937191.91895,98,9.765624753299562e-08
1742937423.1830986,99,4.882812376649781e-08
